year,month,states,stressor,stress_pct
2016,January-March,Tennessee,Unknown,10.9
2016,January-March,Tennessee,Pesticides,3.7
2016,January-March,Tennessee,Varroa Mites,19.7
2016,January-March,Tennessee,Diseases,0.2
2016,January-March,Tennessee,Other pests/parasites,7.1
2016,January-March,Texas,Varroa Mites,19.4
2016,January-March,Texas,Other,3.7
2016,January-March,Texas,Diseases,2.3
2016,January-March,Texas,Other pests/parasites,9.8
2016,January-March,Texas,Unknown,2.5
2016,January-March,Texas,Pesticides,9.4
2016,January-March,Utah,Other pests/parasites,7.0
2016,January-March,Utah,Other,1.6
2016,January-March,Utah,Unknown,0.5
2016,January-March,Utah,Pesticides,0.4
2016,January-March,Utah,Varroa Mites,26.2
2016,January-March,Utah,Diseases,0.1
2016,January-March,Vermont,Varroa Mites,1.3
2016,January-March,Vermont,Other,0.5
2016,January-March,Vermont,Diseases,0.3
2016,January-March,Vermont,Other pests/parasites,0.0
2016,January-March,Vermont,Unknown,1.7
2016,January-March,Vermont,Pesticides,0.0
2016,January-March,Virginia,Varroa Mites,32.7
2016,January-March,Virginia,Other pests/parasites,7.3
2016,January-March,Virginia,Pesticides,0.4
2016,January-March,Virginia,Other,5.0
2016,January-March,Virginia,Unknown,3.8
2016,January-March,Virginia,Diseases,0.0
2016,January-March,Washington,Other pests/parasites,10.5
2016,January-March,Washington,Pesticides,1.7
2016,January-March,Washington,Other,1.9
2016,January-March,Washington,Varroa Mites,23.3
2016,January-March,Washington,Unknown,5.1
2016,January-March,Washington,Diseases,1.3
2016,January-March,West Virginia,Other,6.9
2016,January-March,West Virginia,Diseases,1.1
2016,January-March,West Virginia,Varroa Mites,21.9
2016,January-March,West Virginia,Pesticides,0.6
2016,January-March,West Virginia,Other pests/parasites,2.9
2016,January-March,West Virginia,Unknown,6.5
2016,January-March,Wisconsin,Unknown,10.4
2016,January-March,Wisconsin,Other pests/parasites,1.6
2016,January-March,Wisconsin,Pesticides,13.4
2016,January-March,Wisconsin,Other,10.8
2016,January-March,Wisconsin,Diseases,1.1
2016,January-March,Wisconsin,Varroa Mites,24.2
2016,January-March,Wyoming,Varroa Mites,
2016,January-March,Wyoming,Other pests/parasites,0.4
2016,January-March,Wyoming,Other,0.8
2016,January-March,Wyoming,Diseases,0.2
2016,January-March,Wyoming,Unknown,1.3
2016,January-March,Wyoming,Pesticides,2.5
2016,April-June,Alabama,Varroa Mites,9.6
2016,April-June,Alabama,Diseases,0.3
2016,April-June,Alabama,Unknown,5.4
2016,April-June,Alabama,Other,4.8
2016,April-June,Alabama,Pesticides,1.7
2016,April-June,Alabama,Other pests/parasites,8.2
2016,April-June,Arizona,Varroa Mites,26.8
2016,April-June,Arizona,Diseases,17.2
2016,April-June,Arizona,Unknown,3.5
2016,April-June,Arizona,Other pests/parasites,47.5
2016,April-June,Arizona,Other,17.4
2016,April-June,Arizona,Pesticides,12.0
2016,April-June,Arkansas,Other pests/parasites,8.5
2016,April-June,Arkansas,Diseases,5.5
2016,April-June,Arkansas,Varroa Mites,84.9
2016,April-June,Arkansas,Pesticides,0.1
2016,April-June,Arkansas,Unknown,1.6
2016,April-June,Arkansas,Other,3.4
2016,April-June,California,Pesticides,14.2
2016,April-June,California,Other pests/parasites,14.1
2016,April-June,California,Varroa Mites,49.7
2016,April-June,California,Other,15.3
2016,April-June,California,Unknown,2.6
2016,April-June,California,Diseases,11.2
2016,April-June,Colorado,Pesticides,1.4
2016,April-June,Colorado,Other,2.6
2016,April-June,Colorado,Varroa Mites,38.7
2016,April-June,Colorado,Unknown,0.3
2016,April-June,Colorado,Other pests/parasites,0.8
2016,April-June,Colorado,Diseases,3.3
2016,April-June,Connecticut,Pesticides,0.3
2016,April-June,Connecticut,Other pests/parasites,0.6
2016,April-June,Connecticut,Other,4.4
2016,April-June,Connecticut,Diseases,0.5
2016,April-June,Connecticut,Unknown,1.2
2016,April-June,Connecticut,Varroa Mites,9.3
2016,April-June,Florida,Diseases,10.0
2016,April-June,Florida,Other,10.1
2016,April-June,Florida,Other pests/parasites,23.3
2016,April-June,Florida,Unknown,2.0
2016,April-June,Florida,Varroa Mites,48.2
2016,April-June,Florida,Pesticides,11.6
2016,April-June,Georgia,Other,11.7
2016,April-June,Georgia,Unknown,2.7
2016,April-June,Georgia,Other pests/parasites,28.4
2016,April-June,Georgia,Pesticides,28.4
2016,April-June,Georgia,Diseases,2.0
2016,April-June,Georgia,Varroa Mites,59.3
2016,April-June,Hawaii,Diseases,
2016,April-June,Hawaii,Unknown,0.0
2016,April-June,Hawaii,Other,3.2
2016,April-June,Hawaii,Other pests/parasites,38.1
2016,April-June,Hawaii,Varroa Mites,35.6
2016,April-June,Hawaii,Pesticides,0.6
2016,April-June,Idaho,Diseases,2.7
2016,April-June,Idaho,Other,5.4
2016,April-June,Idaho,Other pests/parasites,4.8
2016,April-June,Idaho,Varroa Mites,21.2
2016,April-June,Idaho,Unknown,2.7
2016,April-June,Idaho,Pesticides,3.1
2016,April-June,Illinois,Varroa Mites,11.4
2016,April-June,Illinois,Diseases,2.0
2016,April-June,Illinois,Pesticides,3.1
2016,April-June,Illinois,Other pests/parasites,4.4
2016,April-June,Illinois,Other,4.7
2016,April-June,Illinois,Unknown,2.1
2016,April-June,Indiana,Pesticides,2.1
2016,April-June,Indiana,Other pests/parasites,2.9
2016,April-June,Indiana,Varroa Mites,12.5
2016,April-June,Indiana,Other,2.8
2016,April-June,Indiana,Diseases,
2016,April-June,Indiana,Unknown,4.3
2016,April-June,Iowa,Pesticides,0.6
2016,April-June,Iowa,Other pests/parasites,17.8
2016,April-June,Iowa,Unknown,5.7
2016,April-June,Iowa,Varroa Mites,23.5
2016,April-June,Iowa,Other,6.0
2016,April-June,Iowa,Diseases,18.7
2016,April-June,Kansas,Other,3.7
2016,April-June,Kansas,Unknown,1.8
2016,April-June,Kansas,Varroa Mites,47.3
2016,April-June,Kansas,Pesticides,8.3
2016,April-June,Kansas,Other pests/parasites,11.6
2016,April-June,Kansas,Diseases,2.8
2016,April-June,Kentucky,Diseases,1.7
2016,April-June,Kentucky,Pesticides,28.4
2016,April-June,Kentucky,Other,16.0
2016,April-June,Kentucky,Other pests/parasites,36.1
2016,April-June,Kentucky,Unknown,3.8
2016,April-June,Kentucky,Varroa Mites,38.9
2016,April-June,Louisiana,Varroa Mites,20.7
2016,April-June,Louisiana,Pesticides,0.3
2016,April-June,Louisiana,Other,1.2
2016,April-June,Louisiana,Other pests/parasites,1.1
2016,April-June,Louisiana,Diseases,0.0
2016,April-June,Louisiana,Unknown,0.6
2016,April-June,Maine,Other pests/parasites,0.0
2016,April-June,Maine,Pesticides,31.1
2016,April-June,Maine,Unknown,27.9
2016,April-June,Maine,Diseases,4.3
2016,April-June,Maine,Varroa Mites,82.7
2016,April-June,Maine,Other,2.4
2016,April-June,Maryland,Unknown,0.6
2016,April-June,Maryland,Other pests/parasites,2.3
2016,April-June,Maryland,Diseases,2.4
2016,April-June,Maryland,Other,3.3
2016,April-June,Maryland,Varroa Mites,4.2
2016,April-June,Maryland,Pesticides,2.9
2016,April-June,Massachusetts,Other,2.3
2016,April-June,Massachusetts,Diseases,0.3
2016,April-June,Massachusetts,Unknown,11.9
2016,April-June,Massachusetts,Other pests/parasites,10.6
2016,April-June,Massachusetts,Pesticides,10.6
2016,April-June,Massachusetts,Varroa Mites,40.5
2016,April-June,Michigan,Varroa Mites,54.1
2016,April-June,Michigan,Other,11.8
2016,April-June,Michigan,Diseases,1.1
2016,April-June,Michigan,Unknown,1.1
2016,April-June,Michigan,Other pests/parasites,9.3
2016,April-June,Michigan,Pesticides,16.5
2016,April-June,Minnesota,Unknown,7.6
2016,April-June,Minnesota,Varroa Mites,20.8
2016,April-June,Minnesota,Diseases,6.5
2016,April-June,Minnesota,Pesticides,18.2
2016,April-June,Minnesota,Other,8.6
2016,April-June,Minnesota,Other pests/parasites,6.0
2016,April-June,Mississippi,Pesticides,2.7
2016,April-June,Mississippi,Other,1.2
2016,April-June,Mississippi,Varroa Mites,12.3
2016,April-June,Mississippi,Unknown,0.1
2016,April-June,Mississippi,Diseases,1.2
2016,April-June,Mississippi,Other pests/parasites,2.3
2016,April-June,Missouri,Other,1.6
2016,April-June,Missouri,Diseases,0.7
2016,April-June,Missouri,Other pests/parasites,1.6
2016,April-June,Missouri,Varroa Mites,17.2
2016,April-June,Missouri,Pesticides,0.1
2016,April-June,Missouri,Unknown,1.2
2016,April-June,Montana,Unknown,0.2
2016,April-June,Montana,Other pests/parasites,7.1
2016,April-June,Montana,Pesticides,3.9
2016,April-June,Montana,Other,6.9
2016,April-June,Montana,Varroa Mites,30.3
2016,April-June,Montana,Diseases,4.5
2016,April-June,Nebraska,Varroa Mites,6.1
2016,April-June,Nebraska,Unknown,3.5
2016,April-June,Nebraska,Other pests/parasites,0.1
2016,April-June,Nebraska,Pesticides,3.8
2016,April-June,Nebraska,Other,1.1
2016,April-June,Nebraska,Diseases,1.0
2016,April-June,New Jersey,Pesticides,
2016,April-June,New Jersey,Varroa Mites,11.9
2016,April-June,New Jersey,Unknown,0.3
2016,April-June,New Jersey,Other pests/parasites,0.9
2016,April-June,New Jersey,Diseases,0.2
2016,April-June,New Jersey,Other,0.2
2016,April-June,New Mexico,Other,8.2
2016,April-June,New Mexico,Unknown,0.0
2016,April-June,New Mexico,Other pests/parasites,0.3
2016,April-June,New Mexico,Pesticides,2.5
2016,April-June,New Mexico,Diseases,12.1
2016,April-June,New Mexico,Varroa Mites,59.1
2016,April-June,New York,Diseases,0.9
2016,April-June,New York,Other pests/parasites,3.1
2016,April-June,New York,Varroa Mites,20.4
2016,April-June,New York,Pesticides,11.7
2016,April-June,New York,Unknown,3.8
2016,April-June,New York,Other,4.1
2016,April-June,North Carolina,Other pests/parasites,23.5
2016,April-June,North Carolina,Pesticides,33.8
2016,April-June,North Carolina,Unknown,41.7
2016,April-June,North Carolina,Other,8.3
2016,April-June,North Carolina,Varroa Mites,51.8
2016,April-June,North Carolina,Diseases,4.7
2016,April-June,North Dakota,Other pests/parasites,3.7
2016,April-June,North Dakota,Unknown,0.2
2016,April-June,North Dakota,Varroa Mites,16.2
2016,April-June,North Dakota,Pesticides,1.1
2016,April-June,North Dakota,Other,3.6
2016,April-June,North Dakota,Diseases,2.1
2016,April-June,Ohio,Pesticides,18.3
2016,April-June,Ohio,Unknown,1.4
2016,April-June,Ohio,Varroa Mites,10.6
2016,April-June,Ohio,Other pests/parasites,2.2
2016,April-June,Ohio,Other,2.9
2016,April-June,Ohio,Diseases,0.6
2016,April-June,Oklahoma,Other,0.6
2016,April-June,Oklahoma,Unknown,0.4
2016,April-June,Oklahoma,Other pests/parasites,2.8
2016,April-June,Oklahoma,Diseases,0.2
2016,April-June,Oklahoma,Pesticides,1.2
2016,April-June,Oklahoma,Varroa Mites,51.8
2016,April-June,Oregon,Pesticides,2.6
2016,April-June,Oregon,Varroa Mites,52.7
2016,April-June,Oregon,Unknown,6.0
2016,April-June,Oregon,Other,16.7
2016,April-June,Oregon,Diseases,9.9
2016,April-June,Oregon,Other pests/parasites,14.5
2016,April-June,Other States,Other,0.6
2016,April-June,Other States,Diseases,0.0
2016,April-June,Other States,Other pests/parasites,0.2
2016,April-June,Other States,Varroa Mites,7.6
2016,April-June,Other States,Pesticides,0.8
2016,April-June,Other States,Unknown,5.4
2016,April-June,Pennsylvania,Varroa Mites,18.7
2016,April-June,Pennsylvania,Other pests/parasites,3.9
2016,April-June,Pennsylvania,Pesticides,3.6
2016,April-June,Pennsylvania,Diseases,2.4
2016,April-June,Pennsylvania,Unknown,0.9
2016,April-June,Pennsylvania,Other,4.6
2016,April-June,South Carolina,Unknown,1.3
2016,April-June,South Carolina,Varroa Mites,51.3
2016,April-June,South Carolina,Pesticides,35.8
2016,April-June,South Carolina,Other pests/parasites,36.6
2016,April-June,South Carolina,Diseases,1.0
2016,April-June,South Carolina,Other,14.3
2016,April-June,South Dakota,Varroa Mites,32.4
2016,April-June,South Dakota,Unknown,0.1
2016,April-June,South Dakota,Other pests/parasites,6.6
2016,April-June,South Dakota,Diseases,1.7
2016,April-June,South Dakota,Other,15.4
2016,April-June,South Dakota,Pesticides,5.1
2016,April-June,Tennessee,Other,9.1
2016,April-June,Tennessee,Unknown,2.6
2016,April-June,Tennessee,Pesticides,0.4
2016,April-June,Tennessee,Varroa Mites,40.9
2016,April-June,Tennessee,Diseases,0.1
2016,April-June,Tennessee,Other pests/parasites,22.7
2016,April-June,Texas,Varroa Mites,26.1
2016,April-June,Texas,Other,7.4
2016,April-June,Texas,Diseases,7.5
2016,April-June,Texas,Other pests/parasites,9.0
2016,April-June,Texas,Unknown,3.7
2016,April-June,Texas,Pesticides,2.4
2016,April-June,Utah,Other pests/parasites,0.1
2016,April-June,Utah,Other,3.4
2016,April-June,Utah,Unknown,0.8
2016,April-June,Utah,Pesticides,7.3
2016,April-June,Utah,Varroa Mites,23.0
2016,April-June,Utah,Diseases,1.8
2016,April-June,Vermont,Varroa Mites,2.6
2016,April-June,Vermont,Other,0.3
2016,April-June,Vermont,Diseases,0.1
2016,April-June,Vermont,Other pests/parasites,0.1
2016,April-June,Vermont,Unknown,0.1
2016,April-June,Vermont,Pesticides,0.0
2016,April-June,Virginia,Varroa Mites,23.1
2016,April-June,Virginia,Other pests/parasites,4.2
2016,April-June,Virginia,Pesticides,6.0
2016,April-June,Virginia,Other,7.3
2016,April-June,Virginia,Unknown,2.9
2016,April-June,Virginia,Diseases,6.8
2016,April-June,Washington,Other pests/parasites,11.4
2016,April-June,Washington,Pesticides,3.1
2016,April-June,Washington,Other,11.1
2016,April-June,Washington,Varroa Mites,40.9
2016,April-June,Washington,Unknown,0.6
2016,April-June,Washington,Diseases,3.3
2016,April-June,West Virginia,Other,14.7
2016,April-June,West Virginia,Diseases,4.2
2016,April-June,West Virginia,Varroa Mites,20.1
2016,April-June,West Virginia,Pesticides,0.0
2016,April-June,West Virginia,Other pests/parasites,0.8
2016,April-June,West Virginia,Unknown,0.7
2016,April-June,Wisconsin,Unknown,10.5
2016,April-June,Wisconsin,Other pests/parasites,3.7
2016,April-June,Wisconsin,Pesticides,12.6
2016,April-June,Wisconsin,Other,14.9
2016,April-June,Wisconsin,Diseases,12.8
2016,April-June,Wisconsin,Varroa Mites,23.4
2016,April-June,Wyoming,Varroa Mites,7.1
2016,April-June,Wyoming,Other pests/parasites,2.6
2016,April-June,Wyoming,Other,2.5
2016,April-June,Wyoming,Diseases,1.2
2016,April-June,Wyoming,Unknown,0.8
2016,April-June,Wyoming,Pesticides,0.6
2016,July-September,Alabama,Varroa Mites,11.7
2016,July-September,Alabama,Diseases,
2016,July-September,Alabama,Unknown,13.8
2016,July-September,Alabama,Other,3.2
2016,July-September,Alabama,Pesticides,3.8
2016,July-September,Alabama,Other pests/parasites,42.0
2016,July-September,Arizona,Varroa Mites,41.7
2016,July-September,Arizona,Diseases,0.9
2016,July-September,Arizona,Unknown,8.9
2016,July-September,Arizona,Other pests/parasites,1.0
2016,July-September,Arizona,Other,13.4
2016,July-September,Arizona,Pesticides,13.5
2016,July-September,Arkansas,Other pests/parasites,9.0
2016,July-September,Arkansas,Diseases,0.4
2016,July-September,Arkansas,Varroa Mites,80.7
2016,July-September,Arkansas,Pesticides,7.9
2016,July-September,Arkansas,Unknown,0.3
2016,July-September,Arkansas,Other,2.7
2016,July-September,California,Pesticides,18.8
2016,July-September,California,Other pests/parasites,17.8
2016,July-September,California,Varroa Mites,42.2
2016,July-September,California,Other,10.4
2016,July-September,California,Unknown,6.9
2016,July-September,California,Diseases,8.5
2016,July-September,Colorado,Pesticides,24.6
2016,July-September,Colorado,Other,10.6
2016,July-September,Colorado,Varroa Mites,49.3
2016,July-September,Colorado,Unknown,0.1
2016,July-September,Colorado,Other pests/parasites,22.4
2016,July-September,Colorado,Diseases,16.8
2016,July-September,Connecticut,Pesticides,0.2
2016,July-September,Connecticut,Other pests/parasites,1.6
2016,July-September,Connecticut,Other,5.0
2016,July-September,Connecticut,Diseases,0.0
2016,July-September,Connecticut,Unknown,0.8
2016,July-September,Connecticut,Varroa Mites,18.8
2016,July-September,Florida,Diseases,2.7
2016,July-September,Florida,Other,8.5
2016,July-September,Florida,Other pests/parasites,23.4
2016,July-September,Florida,Unknown,1.8
2016,July-September,Florida,Varroa Mites,45.1
2016,July-September,Florida,Pesticides,9.9
2016,July-September,Georgia,Other,7.6
2016,July-September,Georgia,Unknown,4.5
2016,July-September,Georgia,Other pests/parasites,16.4
2016,July-September,Georgia,Pesticides,12.1
2016,July-September,Georgia,Diseases,2.4
2016,July-September,Georgia,Varroa Mites,30.7
2016,July-September,Hawaii,Diseases,0.1
2016,July-September,Hawaii,Unknown,0.0
2016,July-September,Hawaii,Other,0.0
2016,July-September,Hawaii,Other pests/parasites,75.3
2016,July-September,Hawaii,Varroa Mites,67.8
2016,July-September,Hawaii,Pesticides,0.8
2016,July-September,Idaho,Diseases,4.5
2016,July-September,Idaho,Other,6.0
2016,July-September,Idaho,Other pests/parasites,4.7
2016,July-September,Idaho,Varroa Mites,25.3
2016,July-September,Idaho,Unknown,3.3
2016,July-September,Idaho,Pesticides,7.6
2016,July-September,Illinois,Varroa Mites,17.4
2016,July-September,Illinois,Diseases,0.7
2016,July-September,Illinois,Pesticides,4.3
2016,July-September,Illinois,Other pests/parasites,7.9
2016,July-September,Illinois,Other,2.9
2016,July-September,Illinois,Unknown,1.6
2016,July-September,Indiana,Pesticides,0.6
2016,July-September,Indiana,Other pests/parasites,12.4
2016,July-September,Indiana,Varroa Mites,50.4
2016,July-September,Indiana,Other,2.5
2016,July-September,Indiana,Diseases,1.2
2016,July-September,Indiana,Unknown,1.2
2016,July-September,Iowa,Pesticides,16.7
2016,July-September,Iowa,Other pests/parasites,3.4
2016,July-September,Iowa,Unknown,5.6
2016,July-September,Iowa,Varroa Mites,32.6
2016,July-September,Iowa,Other,2.4
2016,July-September,Iowa,Diseases,0.8
2016,July-September,Kansas,Other,4.5
2016,July-September,Kansas,Unknown,2.6
2016,July-September,Kansas,Varroa Mites,42.8
2016,July-September,Kansas,Pesticides,29.1
2016,July-September,Kansas,Other pests/parasites,25.5
2016,July-September,Kansas,Diseases,14.1
2016,July-September,Kentucky,Diseases,0.9
2016,July-September,Kentucky,Pesticides,11.5
2016,July-September,Kentucky,Other,7.4
2016,July-September,Kentucky,Other pests/parasites,25.7
2016,July-September,Kentucky,Unknown,4.5
2016,July-September,Kentucky,Varroa Mites,42.3
2016,July-September,Louisiana,Varroa Mites,39.5
2016,July-September,Louisiana,Pesticides,1.6
2016,July-September,Louisiana,Other,9.6
2016,July-September,Louisiana,Other pests/parasites,26.1
2016,July-September,Louisiana,Diseases,
2016,July-September,Louisiana,Unknown,0.7
2016,July-September,Maine,Other pests/parasites,0.1
2016,July-September,Maine,Pesticides,0.0
2016,July-September,Maine,Unknown,0.0
2016,July-September,Maine,Diseases,0.2
2016,July-September,Maine,Varroa Mites,9.3
2016,July-September,Maine,Other,0.6
2016,July-September,Maryland,Unknown,1.6
2016,July-September,Maryland,Other pests/parasites,4.8
2016,July-September,Maryland,Diseases,0.1
2016,July-September,Maryland,Other,0.6
2016,July-September,Maryland,Varroa Mites,10.8
2016,July-September,Maryland,Pesticides,0.7
2016,July-September,Massachusetts,Other,3.4
2016,July-September,Massachusetts,Diseases,6.8
2016,July-September,Massachusetts,Unknown,7.9
2016,July-September,Massachusetts,Other pests/parasites,8.7
2016,July-September,Massachusetts,Pesticides,0.1
2016,July-September,Massachusetts,Varroa Mites,14.1
2016,July-September,Michigan,Varroa Mites,64.1
2016,July-September,Michigan,Other,6.5
2016,July-September,Michigan,Diseases,0.3
2016,July-September,Michigan,Unknown,2.7
2016,July-September,Michigan,Other pests/parasites,25.1
2016,July-September,Michigan,Pesticides,9.1
2016,July-September,Minnesota,Unknown,8.9
2016,July-September,Minnesota,Varroa Mites,47.2
2016,July-September,Minnesota,Diseases,6.2
2016,July-September,Minnesota,Pesticides,22.4
2016,July-September,Minnesota,Other,17.8
2016,July-September,Minnesota,Other pests/parasites,14.6
2016,July-September,Mississippi,Pesticides,1.8
2016,July-September,Mississippi,Other,5.0
2016,July-September,Mississippi,Varroa Mites,27.5
2016,July-September,Mississippi,Unknown,4.7
2016,July-September,Mississippi,Diseases,1.6
2016,July-September,Mississippi,Other pests/parasites,3.5
2016,July-September,Missouri,Other,3.1
2016,July-September,Missouri,Diseases,1.0
2016,July-September,Missouri,Other pests/parasites,7.7
2016,July-September,Missouri,Varroa Mites,13.3
2016,July-September,Missouri,Pesticides,0.1
2016,July-September,Missouri,Unknown,0.7
2016,July-September,Montana,Unknown,1.4
2016,July-September,Montana,Other pests/parasites,8.8
2016,July-September,Montana,Pesticides,6.9
2016,July-September,Montana,Other,6.1
2016,July-September,Montana,Varroa Mites,41.9
2016,July-September,Montana,Diseases,7.0
2016,July-September,Nebraska,Varroa Mites,20.4
2016,July-September,Nebraska,Unknown,0.1
2016,July-September,Nebraska,Other pests/parasites,1.6
2016,July-September,Nebraska,Pesticides,10.2
2016,July-September,Nebraska,Other,1.6
2016,July-September,Nebraska,Diseases,0.1
2016,July-September,New Jersey,Pesticides,8.5
2016,July-September,New Jersey,Varroa Mites,20.2
2016,July-September,New Jersey,Unknown,0.3
2016,July-September,New Jersey,Other pests/parasites,7.1
2016,July-September,New Jersey,Diseases,1.2
2016,July-September,New Jersey,Other,1.3
2016,July-September,New Mexico,Other,1.7
2016,July-September,New Mexico,Unknown,0.7
2016,July-September,New Mexico,Other pests/parasites,55.4
2016,July-September,New Mexico,Pesticides,24.1
2016,July-September,New Mexico,Diseases,55.2
2016,July-September,New Mexico,Varroa Mites,59.5
2016,July-September,New York,Diseases,5.5
2016,July-September,New York,Other pests/parasites,9.0
2016,July-September,New York,Varroa Mites,37.4
2016,July-September,New York,Pesticides,5.2
2016,July-September,New York,Unknown,2.6
2016,July-September,New York,Other,24.7
2016,July-September,North Carolina,Other pests/parasites,13.4
2016,July-September,North Carolina,Pesticides,2.9
2016,July-September,North Carolina,Unknown,3.0
2016,July-September,North Carolina,Other,13.4
2016,July-September,North Carolina,Varroa Mites,27.8
2016,July-September,North Carolina,Diseases,0.1
2016,July-September,North Dakota,Other pests/parasites,11.8
2016,July-September,North Dakota,Unknown,3.1
2016,July-September,North Dakota,Varroa Mites,38.0
2016,July-September,North Dakota,Pesticides,12.9
2016,July-September,North Dakota,Other,9.9
2016,July-September,North Dakota,Diseases,6.3
2016,July-September,Ohio,Pesticides,2.9
2016,July-September,Ohio,Unknown,3.2
2016,July-September,Ohio,Varroa Mites,60.6
2016,July-September,Ohio,Other pests/parasites,10.6
2016,July-September,Ohio,Other,3.6
2016,July-September,Ohio,Diseases,2.3
2016,July-September,Oklahoma,Other,1.4
2016,July-September,Oklahoma,Unknown,21.8
2016,July-September,Oklahoma,Other pests/parasites,6.5
2016,July-September,Oklahoma,Diseases,0.3
2016,July-September,Oklahoma,Pesticides,0.7
2016,July-September,Oklahoma,Varroa Mites,7.5
2016,July-September,Oregon,Pesticides,9.6
2016,July-September,Oregon,Varroa Mites,52.9
2016,July-September,Oregon,Unknown,1.5
2016,July-September,Oregon,Other,5.1
2016,July-September,Oregon,Diseases,12.5
2016,July-September,Oregon,Other pests/parasites,18.5
2016,July-September,Other States,Other,2.3
2016,July-September,Other States,Diseases,0.5
2016,July-September,Other States,Other pests/parasites,1.6
2016,July-September,Other States,Varroa Mites,7.8
2016,July-September,Other States,Pesticides,0.0
2016,July-September,Other States,Unknown,9.8
2016,July-September,Pennsylvania,Varroa Mites,27.3
2016,July-September,Pennsylvania,Other pests/parasites,7.7
2016,July-September,Pennsylvania,Pesticides,4.3
2016,July-September,Pennsylvania,Diseases,1.6
2016,July-September,Pennsylvania,Unknown,1.2
2016,July-September,Pennsylvania,Other,2.8
2016,July-September,South Carolina,Unknown,1.9
2016,July-September,South Carolina,Varroa Mites,20.4
2016,July-September,South Carolina,Pesticides,2.6
2016,July-September,South Carolina,Other pests/parasites,18.8
2016,July-September,South Carolina,Diseases,0.1
2016,July-September,South Carolina,Other,2.6
2016,July-September,South Dakota,Varroa Mites,48.8
2016,July-September,South Dakota,Unknown,2.8
2016,July-September,South Dakota,Other pests/parasites,19.5
2016,July-September,South Dakota,Diseases,14.2
2016,July-September,South Dakota,Other,4.6
2016,July-September,South Dakota,Pesticides,22.7
2016,July-September,Tennessee,Other,6.2
2016,July-September,Tennessee,Unknown,2.0
2016,July-September,Tennessee,Pesticides,2.4
2016,July-September,Tennessee,Varroa Mites,22.5
2016,July-September,Tennessee,Diseases,1.3
2016,July-September,Tennessee,Other pests/parasites,23.1
2016,July-September,Texas,Varroa Mites,47.2
2016,July-September,Texas,Other,3.7
2016,July-September,Texas,Diseases,1.7
2016,July-September,Texas,Other pests/parasites,11.4
2016,July-September,Texas,Unknown,4.1
2016,July-September,Texas,Pesticides,31.4
2016,July-September,Utah,Other pests/parasites,20.2
2016,July-September,Utah,Other,2.5
2016,July-September,Utah,Unknown,1.7
2016,July-September,Utah,Pesticides,21.8
2016,July-September,Utah,Varroa Mites,32.1
2016,July-September,Utah,Diseases,0.6
2016,July-September,Vermont,Varroa Mites,5.6
2016,July-September,Vermont,Other,2.4
2016,July-September,Vermont,Diseases,1.7
2016,July-September,Vermont,Other pests/parasites,8.0
2016,July-September,Vermont,Unknown,0.8
2016,July-September,Vermont,Pesticides,0.0
2016,July-September,Virginia,Varroa Mites,39.1
2016,July-September,Virginia,Other pests/parasites,24.1
2016,July-September,Virginia,Pesticides,2.3
2016,July-September,Virginia,Other,5.3
2016,July-September,Virginia,Unknown,3.6
2016,July-September,Virginia,Diseases,1.1
2016,July-September,Washington,Other pests/parasites,1.4
2016,July-September,Washington,Pesticides,19.1
2016,July-September,Washington,Other,4.3
2016,July-September,Washington,Varroa Mites,65.2
2016,July-September,Washington,Unknown,0.1
2016,July-September,Washington,Diseases,0.9
2016,July-September,West Virginia,Other,8.1
2016,July-September,West Virginia,Diseases,3.6
2016,July-September,West Virginia,Varroa Mites,41.5
2016,July-September,West Virginia,Pesticides,0.1
2016,July-September,West Virginia,Other pests/parasites,7.1
2016,July-September,West Virginia,Unknown,0.4
2016,July-September,Wisconsin,Unknown,11.1
2016,July-September,Wisconsin,Other pests/parasites,13.6
2016,July-September,Wisconsin,Pesticides,15.8
2016,July-September,Wisconsin,Other,5.1
2016,July-September,Wisconsin,Diseases,10.8
2016,July-September,Wisconsin,Varroa Mites,31.5
2016,July-September,Wyoming,Varroa Mites,38.6
2016,July-September,Wyoming,Other pests/parasites,3.1
2016,July-September,Wyoming,Other,3.4
2016,July-September,Wyoming,Diseases,0.5
2016,July-September,Wyoming,Unknown,0.3
2016,July-September,Wyoming,Pesticides,2.6
2016,October-December,Alabama,Varroa Mites,12.3
2016,October-December,Alabama,Diseases,0.2
2016,October-December,Alabama,Unknown,3.3
2016,October-December,Alabama,Other,6.7
2016,October-December,Alabama,Pesticides,2.4
2016,October-December,Alabama,Other pests/parasites,9.9
2016,October-December,Arizona,Varroa Mites,98.8
2016,October-December,Arizona,Diseases,2.3
2016,October-December,Arizona,Unknown,3.2
2016,October-December,Arizona,Other pests/parasites,15.5
2016,October-December,Arizona,Other,4.3
2016,October-December,Arizona,Pesticides,6.5
2016,October-December,Arkansas,Other pests/parasites,4.8
2016,October-December,Arkansas,Diseases,
2016,October-December,Arkansas,Varroa Mites,21.1
2016,October-December,Arkansas,Pesticides,1.3
2016,October-December,Arkansas,Unknown,3.3
2016,October-December,Arkansas,Other,1.1
2016,October-December,California,Pesticides,9.1
2016,October-December,California,Other pests/parasites,13.7
2016,October-December,California,Varroa Mites,41.9
2016,October-December,California,Other,9.6
2016,October-December,California,Unknown,3.5
